Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:37:35,2018-02-23 12:37:35,0.048s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:35,2018-02-23 12:37:35,0.296s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:37:35,2018-02-23 12:37:35,0.042s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:35,2018-02-23 12:37:37,1.767s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:37,2018-02-23 12:37:37,0.354s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:37:37,2018-02-23 12:37:37,0.050s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:37,2018-02-23 12:37:39,1.895s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:37:39,2018-02-23 12:37:39,0.033s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:39,2018-02-23 12:37:39,0.380s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:37:39,2018-02-23 12:37:39,0.048s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:39,2018-02-23 12:37:41,1.775s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:37:41,2018-02-23 12:37:41,0.030s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:41,2018-02-23 12:37:42,0.268s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:42,2018-02-23 12:37:42,0.239s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:42,2018-02-23 12:37:42,0.265s,PASSED
click,Firefox 58.0,,2018-02-23 12:37:42,2018-02-23 12:38:13,30.944s,FAILED
,,,,,,
Test Cases/Main Test Cases/testdata,Firefox 58.0,,2018-02-23 12:38:13,2018-02-23 12:39:32,1m - 19.004s,FAILED
Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(data),Firefox 58.0,,2018-02-23 12:38:13,2018-02-23 12:38:13,0.146s,PASSED
openBrowser,Firefox 58.0,,2018-02-23 12:38:13,2018-02-23 12:38:20,7.211s,PASSED
navigateToUrl,Firefox 58.0,,2018-02-23 12:38:20,2018-02-23 12:38:24,3.950s,PASSED
setText,Firefox 58.0,,2018-02-23 12:38:24,2018-02-23 12:38:24,0.121s,PASSED
setText,Firefox 58.0,,2018-02-23 12:38:24,2018-02-23 12:38:25,0.161s,PASSED
sendKeys,Firefox 58.0,,2018-02-23 12:38:25,2018-02-23 12:38:25,0.135s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:25,2018-02-23 12:38:40,15.252s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:40,2018-02-23 12:38:41,1.099s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:38:41,2018-02-23 12:38:42,0.948s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:38:42,2018-02-23 12:38:43,0.949s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:43,2018-02-23 12:38:49,5.810s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:49,2018-02-23 12:38:52,2.909s,PASSED
setText,Firefox 58.0,,2018-02-23 12:38:52,2018-02-23 12:38:52,0.185s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:52,2018-02-23 12:38:52,0.312s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:38:52,2018-02-23 12:38:52,0.079s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:52,2018-02-23 12:38:54,1.795s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:38:54,2018-02-23 12:38:54,0.027s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:54,2018-02-23 12:38:54,0.263s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:38:54,2018-02-23 12:38:54,0.028s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:54,2018-02-23 12:38:56,1.716s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:56,2018-02-23 12:38:56,0.281s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:38:56,2018-02-23 12:38:56,0.020s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:56,2018-02-23 12:38:58,1.779s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:38:58,2018-02-23 12:38:58,0.018s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:58,2018-02-23 12:38:59,0.302s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:38:59,2018-02-23 12:38:59,0.083s,PASSED
click,Firefox 58.0,,2018-02-23 12:38:59,2018-02-23 12:39:00,1.731s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:39:00,2018-02-23 12:39:00,0.018s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:00,2018-02-23 12:39:01,0.281s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:01,2018-02-23 12:39:01,0.242s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:01,2018-02-23 12:39:01,0.247s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:01,2018-02-23 12:39:32,30.819s,FAILED
,,,,,,
Test Cases/Main Test Cases/testdata,Firefox 58.0,,2018-02-23 12:39:32,2018-02-23 12:40:50,1m - 17.945s,FAILED
Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(data),Firefox 58.0,,2018-02-23 12:39:32,2018-02-23 12:39:32,0.054s,PASSED
openBrowser,Firefox 58.0,,2018-02-23 12:39:32,2018-02-23 12:39:38,5.929s,PASSED
navigateToUrl,Firefox 58.0,,2018-02-23 12:39:38,2018-02-23 12:39:42,3.514s,PASSED
setText,Firefox 58.0,,2018-02-23 12:39:42,2018-02-23 12:39:42,0.171s,PASSED
setText,Firefox 58.0,,2018-02-23 12:39:42,2018-02-23 12:39:42,0.099s,PASSED
sendKeys,Firefox 58.0,,2018-02-23 12:39:42,2018-02-23 12:39:42,0.081s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:42,2018-02-23 12:39:57,14.784s,PASSED
click,Firefox 58.0,,2018-02-23 12:39:57,2018-02-23 12:39:58,1.151s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:39:58,2018-02-23 12:39:59,1.039s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:39:59,2018-02-23 12:40:00,0.831s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:00,2018-02-23 12:40:06,6.249s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:06,2018-02-23 12:40:09,3.211s,PASSED
setText,Firefox 58.0,,2018-02-23 12:40:09,2018-02-23 12:40:09,0.237s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:09,2018-02-23 12:40:10,0.299s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:40:10,2018-02-23 12:40:10,0.031s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:10,2018-02-23 12:40:12,1.930s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:40:12,2018-02-23 12:40:12,0.019s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:12,2018-02-23 12:40:12,0.285s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:40:12,2018-02-23 12:40:12,0.033s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:12,2018-02-23 12:40:14,1.717s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:14,2018-02-23 12:40:14,0.275s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:40:14,2018-02-23 12:40:14,0.024s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:14,2018-02-23 12:40:16,1.748s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:40:16,2018-02-23 12:40:16,0.031s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:16,2018-02-23 12:40:16,0.284s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:40:16,2018-02-23 12:40:16,0.036s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:16,2018-02-23 12:40:18,1.758s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:40:18,2018-02-23 12:40:18,0.030s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:18,2018-02-23 12:40:18,0.262s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:18,2018-02-23 12:40:18,0.237s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:18,2018-02-23 12:40:19,0.288s,PASSED
click,Firefox 58.0,,2018-02-23 12:40:19,2018-02-23 12:40:50,31.287s,FAILED
