Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Firefox 58.0,,2018-02-23 12:33:52,2018-02-23 12:33:58,5.844s,PASSED
click,Firefox 58.0,,2018-02-23 12:33:58,2018-02-23 12:34:02,4.029s,PASSED
setText,Firefox 58.0,,2018-02-23 12:34:02,2018-02-23 12:34:02,0.193s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:02,2018-02-23 12:34:02,0.383s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:34:02,2018-02-23 12:34:02,0.051s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:02,2018-02-23 12:34:04,1.960s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:34:04,2018-02-23 12:34:04,0.023s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:04,2018-02-23 12:34:05,0.382s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:34:05,2018-02-23 12:34:05,0.053s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:05,2018-02-23 12:34:07,1.733s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:07,2018-02-23 12:34:07,0.296s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:34:07,2018-02-23 12:34:07,0.064s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:07,2018-02-23 12:34:09,1.784s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:34:09,2018-02-23 12:34:09,0.018s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:09,2018-02-23 12:34:09,0.310s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:34:09,2018-02-23 12:34:09,0.045s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:09,2018-02-23 12:34:11,1.726s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:34:11,2018-02-23 12:34:11,0.016s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:11,2018-02-23 12:34:11,0.269s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:11,2018-02-23 12:34:11,0.229s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:11,2018-02-23 12:34:12,0.241s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:12,2018-02-23 12:34:42,30.949s,FAILED
,,,,,,
Test Cases/Main Test Cases/testdata,Firefox 58.0,,2018-02-23 12:34:42,2018-02-23 12:36:46,2m - 3.544s,PASSED
Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(data),Firefox 58.0,,2018-02-23 12:34:42,2018-02-23 12:34:43,0.067s,PASSED
openBrowser,Firefox 58.0,,2018-02-23 12:34:43,2018-02-23 12:34:48,5.554s,PASSED
navigateToUrl,Firefox 58.0,,2018-02-23 12:34:48,2018-02-23 12:34:52,3.764s,PASSED
setText,Firefox 58.0,,2018-02-23 12:34:52,2018-02-23 12:34:52,0.119s,PASSED
setText,Firefox 58.0,,2018-02-23 12:34:52,2018-02-23 12:34:52,0.174s,PASSED
sendKeys,Firefox 58.0,,2018-02-23 12:34:52,2018-02-23 12:34:52,0.072s,PASSED
click,Firefox 58.0,,2018-02-23 12:34:52,2018-02-23 12:35:08,15.424s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:08,2018-02-23 12:35:09,1.130s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:09,2018-02-23 12:35:10,1.001s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:10,2018-02-23 12:35:11,0.869s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:11,2018-02-23 12:35:16,5.767s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:16,2018-02-23 12:35:20,3.237s,PASSED
setText,Firefox 58.0,,2018-02-23 12:35:20,2018-02-23 12:35:20,0.183s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:20,2018-02-23 12:35:20,0.264s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:35:20,2018-02-23 12:35:20,0.036s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:20,2018-02-23 12:35:22,1.831s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:35:22,2018-02-23 12:35:22,0.051s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:22,2018-02-23 12:35:22,0.302s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:35:22,2018-02-23 12:35:22,0.034s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:22,2018-02-23 12:35:25,2.358s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:25,2018-02-23 12:35:25,0.295s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:35:25,2018-02-23 12:35:25,0.041s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:25,2018-02-23 12:35:27,1.750s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:35:27,2018-02-23 12:35:27,0.028s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:27,2018-02-23 12:35:27,0.273s,PASSED
switchToWindowIndex,Firefox 58.0,,2018-02-23 12:35:27,2018-02-23 12:35:27,0.052s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:27,2018-02-23 12:35:28,1.248s,PASSED
switchToDefaultContent,Firefox 58.0,,2018-02-23 12:35:28,2018-02-23 12:35:28,0.022s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:28,2018-02-23 12:35:29,0.282s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:29,2018-02-23 12:35:29,0.248s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:29,2018-02-23 12:35:29,0.258s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:29,2018-02-23 12:35:29,0.243s,PASSED
setText,Firefox 58.0,,2018-02-23 12:35:29,2018-02-23 12:35:30,0.066s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:30,2018-02-23 12:35:34,4.550s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:34,2018-02-23 12:35:35,1.240s,PASSED
click,Firefox 58.0,,2018-02-23 12:35:35,2018-02-23 12:35:36,0.997s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:36,2018-02-23 12:35:38,2.037s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:38,2018-02-23 12:35:42,3.971s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:42,2018-02-23 12:35:50,7.998s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:35:50,2018-02-23 12:36:06,16.000s,PASSED
selectOptionByValue,Firefox 58.0,,2018-02-23 12:36:06,2018-02-23 12:36:38,32.003s,PASSED
click,Firefox 58.0,,2018-02-23 12:36:38,2018-02-23 12:36:46,7.211s,PASSED
closeBrowser,Firefox 58.0,,2018-02-23 12:36:46,2018-02-23 12:36:46,0.436s,PASSED
